rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,habitability_score,stellar_compatibility
4652,K2-18 b,K2-18,b,,,TIC 388804061,Gaia DR2 3910747531814692736,Gaia DR3 3910747531814692736,0,1,2,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=CLOUTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..35C/abstract target=ref>Cloutier et al. 2017</a>,32.93963,0.143,2.38,0.21232938,7.96,0.02504484,,,,,7.96,0.02504484,Mass,3.3,0.43,,235.0,89.5785,2457264.39157,BJD,0.0,,,,,,,,,3.18,,,<a refstr=CLOUTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..35C/abstract target=ref>Cloutier et al. 2017</a>,,3457.0,0.411,0.359,,,,,,,,38.6,0.6537,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m14.43s,172.560141,+07d35m16.19s,7.5878315,62.57509,254.63265,4.01942,170.16732,155.5222618,-80.3765,-133.142,38.0266,26.2686,14.991,13.477,9.763,9.135,8.899,16.7222,15.1354,13.0855,11.8579,11.5166,8.769,8.668,8.552,8.587,12.4154,,11.2373,12.473,2019-03-18,2017-12,2017-12-21,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.43903599175519264,0.00043084877208099956
4653,K2-18 b,K2-18,b,,,TIC 388804061,Gaia DR2 3910747531814692736,Gaia DR3 3910747531814692736,0,1,2,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,32.94112,,2.461,0.21955609,7.2,0.02265373,,,,,7.2,0.02265373,Mass,2.28,,1.48,281.0,,2456836.17187,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,3449.0,0.468,0.32,0.0,[Fe/H],,4.6,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m14.43s,172.560141,+07d35m16.19s,7.5878315,62.57509,254.63265,4.01942,170.16732,155.5222618,-80.3765,-133.142,38.0266,26.2686,14.991,13.477,9.763,9.135,8.899,16.7222,15.1354,13.0855,11.8579,11.5166,8.769,8.668,8.552,8.587,12.4154,,11.2373,12.473,2025-09-17,2025-06,2025-09-17,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.5491960294885936,0.00042936882782310007
4656,K2-18 b,K2-18,b,,,TIC 388804061,Gaia DR2 3910747531814692736,Gaia DR3 3910747531814692736,1,1,2,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,32.939623,0.1429,2.37,0.21143724,8.92,0.02806532,,,,,8.92,0.02806532,Mass,4.11,0.2,,284.0,,2457264.39144,BJD,0.0,,,,,,,,-5.7,3.55,,,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,,3457.0,0.411,0.359,0.12,[Fe/H],,,,,,39.63,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m14.43s,172.560141,+07d35m16.19s,7.5878315,62.57509,254.63265,4.01942,170.16732,155.5222618,-80.3765,-133.142,38.0266,26.2686,14.991,13.477,9.763,9.135,8.899,16.7222,15.1354,13.0855,11.8579,11.5166,8.769,8.668,8.552,8.587,12.4154,,11.2373,12.473,2019-03-18,2018-06,2019-03-21,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.6719409282700421,0.00043084877208099956
4664,K2-180 b,K2-180,b,,,TIC 366411016,Gaia DR2 600750922666388992,Gaia DR3 600750922666388992,1,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,8.865663,0.0756,2.46597575,0.22,11.41003981,0.0359,,,,,11.41003981,0.0359,Mass,4.16,0.075,,797.5,89.15,2457489.1566,BJD-TDB,0.0,0.33,0.0987,2.8488,22.63,0.03141,,,130.0,4.36,,,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5365.0,0.719,0.735,-0.578,[Fe/H],-0.41341,4.591,7.5,2.79,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.4643579,+10d14m47.68s,10.246577,25.58211,214.28896,-8.71935,126.27261,131.9404907,97.0976,-89.3328,203.896,4.87598,13.334,12.557,11.146,10.747,10.677,15.2991,15.3888,14.9587,14.5213,13.6846,10.619,10.667,10.599,8.927,12.4039,,11.8964,12.393,2024-11-20,2023-04,2024-11-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074817003607958,0.002421307506053269
4665,K2-180 b,K2-180,b,,,TIC 366411016,Gaia DR2 600750922666388992,Gaia DR3 600750922666388992,0,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,8.8665,0.075,2.24179614,0.2,11.44182265,0.036,,,,,11.44182265,0.036,Mass,5.6,0.0,67.0,729.0,88.9,2457143.39,BJD,0.0,0.4,0.12,2.98,22.2,0.0297,,,90.0,4.4,,,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,K2 V,5110.0,0.69,0.71,-0.65,[Fe/H],,4.3,9.5,3.039,2.1,15.7,-76.855,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.4643579,+10d14m47.68s,10.246577,25.58211,214.28896,-8.71935,126.27261,131.9404907,97.0976,-89.3328,203.896,4.87598,13.334,12.557,11.146,10.747,10.677,15.2991,15.3888,14.9587,14.5213,13.6846,10.619,10.667,10.599,8.927,12.4039,,11.8964,12.393,2021-07-12,2019-01,2021-07-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4483384639778993,0.0014970059880239522
4666,K2-180 b,K2-180,b,,,TIC 366411016,Gaia DR2 600750922666388992,Gaia DR3 600750922666388992,0,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,8.8656,,2.13,0.1900262,9.4,0.02957571,,,,,9.4,0.02957571,Mass,4.6,,48.3,672.0,,2457143.3945,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5166.0,0.638,0.67,-0.71,[Fe/H],,4.63,,,0.1,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.4643579,+10d14m47.68s,10.246577,25.58211,214.28896,-8.71935,126.27261,131.9404907,97.0976,-89.3328,203.896,4.87598,13.334,12.557,11.146,10.747,10.677,15.2991,15.3888,14.9587,14.5213,13.6846,10.619,10.667,10.599,8.927,12.4039,,11.8964,12.393,2025-09-17,2025-06,2025-09-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47208773474178406,0.0016339869281045752
4677,K2-182 b,K2-182,b,,,TIC 366631954,Gaia DR2 601480723509077632,Gaia DR3 601480723509077632,1,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,4.7369696,0.05174,2.71257333,0.242,20.97667486,0.066,,,,,20.97667486,0.066,Mass,5.7,0.071,,965.8,88.91,2457652.79755,BJD-TDB,0.0,0.27,0.0988,2.56632,14.11,0.03143,,,-160.0,9.1,,,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5128.0,0.789,0.823,0.022,[Fe/H],-0.41117,4.56,6.2,2.37,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,29.20051,215.28839,-7.09689,129.65864,65.1770947,-65.1617,1.41652,154.83,6.43038,12.868,11.833,10.408,9.994,9.913,15.247,12.5567,11.7948,11.5542,11.853,9.845,9.917,9.896,9.044,11.7202,,11.1704,11.742,2024-11-20,2023-04,2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3701289897140435,0.0015384615384615385
4681,K2-182 b,K2-182,b,,,TIC 366631954,Gaia DR2 601480723509077632,Gaia DR3 601480723509077632,0,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,4.7369683,0.0526,2.69,0.23998614,20.0,0.06292704,,,,,20.0,0.06292704,Mass,5.6,0.04,146.9,969.0,89.4,2457719.11517,BJD,0.0,0.2,,2.561,14.23,0.03111,,,210.0,8.4,,,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,5170.0,0.793,0.865,0.12,[Fe/H],-0.40782,4.61,2.07,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,29.20051,215.28839,-7.09689,129.65864,65.1770947,-65.1617,1.41652,154.83,6.43038,12.868,11.833,10.408,9.994,9.913,15.247,12.5567,11.7948,11.5542,11.853,9.845,9.917,9.896,9.044,11.7202,,11.1704,11.742,2022-03-28,2021-12,2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37321564067711493,0.001644736842105263
4763,K2-19 b,K2-19,b,,,TIC 281885301,Gaia DR2 3798833775141351552,Gaia DR3 3798833775141351552,0,1,3,0,0,Transit,2015,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,2016-06,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,7.9222,,7.0,0.62449925,32.4,0.1019418,,,,,32.4,0.1019418,Mass,0.52,,87.0,779.0,,2456860.9023,BJD,1.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5322.0,0.82,0.88,0.06,[Fe/H],,4.51,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.603596,58.39355,267.02928,-1.44837,175.13098,19.2996223,-18.7878,4.4152,289.827,3.42298,13.798,13.024,11.596,11.208,11.161,15.8639,13.8193,12.8409,12.7544,13.8979,11.105,11.152,10.922,8.978,12.8153,,12.3049,12.806,2025-09-17,2025-06,2025-09-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14489380273494326,0.0021929824561403508
4779,K2-19 c,K2-19,c,,,TIC 281885301,Gaia DR2 3798833775141351552,Gaia DR3 3798833775141351552,0,1,3,0,0,Transit,2015,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,2016-06,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,11.8993,,4.1,0.36577813,10.8,0.0339806,,,,,10.8,0.0339806,Mass,0.87,,51.0,679.0,,2456853.0007,BJD,1.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5322.0,0.82,0.88,0.06,[Fe/H],,4.51,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.603596,58.39355,267.02928,-1.44837,175.13098,19.2996223,-18.7878,4.4152,289.827,3.42298,13.798,13.024,11.596,11.208,11.161,15.8639,13.8193,12.8409,12.7544,13.8979,11.105,11.152,10.922,8.978,12.8153,,12.3049,12.806,2025-09-17,2025-06,2025-09-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2464599837814235,0.0021929824561403508
4841,K2-199 b,K2-199,b,,,TIC 2621212,Gaia DR2 3620501712193719296,Gaia DR3 3620501712193719296,1,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,3.2253993,0.0382,1.73,0.15434053,6.9,0.02170983,,,,,6.9,0.02170983,Mass,7.2,0.02,116.2,913.0,88.8,2457218.73733,BJD,0.0,0.25,,2.017,12.07,0.02346,,,170.0,3.8,,,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,4491.0,0.682,0.711,-0.01,[Fe/H],-0.73283,,5.04,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,53.29188,330.29727,5.3406,209.04195,61.1741013,-59.2561,15.1982,107.518,9.27232,13.323,12.358,10.277,9.726,9.625,15.7495,13.0845,11.9667,11.5964,11.8017,9.542,9.609,9.514,8.827,11.9053,,11.2309,11.93,2022-03-28,2021-12,2022-03-28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579634682080925,0.000777000777000777
4842,K2-199 b,K2-199,b,,,TIC 2621212,Gaia DR2 3620501712193719296,Gaia DR3 3620501712193719296,0,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,3.225286,,1.74,0.15523267,7.1,0.0223391,,,,,7.1,0.0223391,Mass,6.5,,119.0,842.0,,2457221.9649,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4507.0,0.68,0.69,-0.04,[Fe/H],,4.6,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,53.29188,330.29727,5.3406,209.04195,61.1741013,-59.2561,15.1982,107.518,9.27232,13.323,12.358,10.277,9.726,9.625,15.7495,13.0845,11.9667,11.5964,11.8017,9.542,9.609,9.514,8.827,11.9053,,11.2309,11.93,2025-09-17,2025-06,2025-09-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5765176978297855,0.0007867820613690008
4845,K2-199 c,K2-199,c,,,TIC 2621212,Gaia DR2 3620501712193719296,Gaia DR3 3620501712193719296,0,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,7.37442,,2.67,0.23820186,12.6,0.03964403,,,,,12.6,0.03964403,Mass,3.21,,39.6,639.0,,2457222.93118,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4507.0,0.68,0.69,-0.04,[Fe/H],,4.6,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,53.29188,330.29727,5.3406,209.04195,61.1741013,-59.2561,15.1982,107.518,9.27232,13.323,12.358,10.277,9.726,9.625,15.7495,13.0845,11.9667,11.5964,11.8017,9.542,9.609,9.514,8.827,11.9053,,11.2309,11.93,2025-09-17,2025-06,2025-09-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773808380549954,0.0007867820613690008
4847,K2-199 c,K2-199,c,,,TIC 2621212,Gaia DR2 3620501712193719296,Gaia DR3 3620501712193719296,1,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,7.3744897,0.0662,2.85,0.25426041,12.4,0.03901476,,,,,12.4,0.03901476,Mass,2.9,0.03,38.6,694.0,87.7,2457222.93034,BJD,0.0,0.49,,2.452,20.96,0.03846,,,170.0,5.1,,,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,4491.0,0.682,0.711,-0.01,[Fe/H],-0.73283,,5.04,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,53.29188,330.29727,5.3406,209.04195,61.1741013,-59.2561,15.1982,107.518,9.27232,13.323,12.358,10.277,9.726,9.625,15.7495,13.0845,11.9667,11.5964,11.8017,9.542,9.609,9.514,8.827,11.9053,,11.2309,11.93,2022-03-28,2021-12,2022-03-28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35334024716964824,0.000777000777000777
4914,K2-216 b,K2-216,b,,,TIC 418761354,Gaia DR2 2556231154370582400,Gaia DR3 2556231154370582400,0,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,2.174789,,1.66,0.14809554,6.1,0.01919275,,,,,6.1,0.01919275,Mass,7.0,,207.0,967.0,,2457394.0417,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4495.0,0.699,0.72,0.08,[Fe/H],,4.6,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h45m55.26s,11.4802354,+06d20m49.31s,6.3470302,-56.49811,120.44792,1.30322,13.02957,10.7859024,-1.96984,10.6045,115.461,8.63246,13.563,12.403,10.394,9.856,9.721,,,,,,9.65,9.744,9.731,7.809,12.0576,,11.375,12.1,2025-09-17,2025-06,2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6038823926042906,0.000779423226812159
4945,K2-222 b,K2-222,b,,,TIC 257774438,Gaia DR2 2584093844170270720,Gaia DR3 2584093844170270720,1,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,15.38857,0.1206,2.35,0.20965332,8.7,0.02737326,,,,,8.7,0.02737326,Mass,3.68,0.16,96.0,871.0,89.12,2457399.0595,BJD-TDB,0.0,,,,,,,,,2.29,,,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5942.0,1.115,0.989,-0.315,[Fe/H],,,7.1,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h05m51.00s,16.4625203,+11d45m13.38s,11.7537171,-50.96109,128.53772,4.38938,19.66406,86.9642815,55.2964,67.12,101.321,9.84127,10.038,9.543,8.423,8.169,8.105,,,,,,8.052,8.096,8.069,7.92,9.36072,,8.97055,9.443,2023-04-17,2023-04,2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42724718075982626,0.006097560975609756
