pl_rade,pl_eqt,pl_orbper,stellar_compatibility
2.3,797.0,10.3392924,-5611.5
2.3,797.0,4.9213639,-5611.5
14.3474953,1750.0,2.392679,-6108.5
0.922,797.0,10.3392924,-5603.5
1.72,849.0,5.93918879,-5410.5
2.68657205,797.0,5.628466,-5248.5
1.82,604.0,14.0926796,-5091.5
1.48,811.0,11.47685909,-6030.5
1.48,1514.0,2.092269993,-6083.5
5.89,1327.0,4.662719058,-5901.5
6.14,403.0,191.2318,-5598.5
2.17884,618.0,17.4682298,-5497.5
2.3,797.0,1.32734686,-5611.5
1.84,483.0,39.6027551,-5639.5
17.37392009,797.0,10.3392924,-3687.5
2.756,797.0,25.67212848,-6150.5
2.3,797.0,26.198,-4676.5
2.3,797.0,0.9387463278,-5471.45
2.3,797.0,5.960400011,-5218.04
2.92019781,797.0,4.445879936,-5916.5
5.05,797.0,6.771375,-5611.5
1.15,320.0,9.8847,-3238.5
13.271456,1186.0,4.5195064,-5837.5
2.3,797.0,9.489264,-5168.5
3.21,1159.0,16.10474503,-5820.5
2.52,318.0,142.545,-5640.5
2.3,797.0,10.3392924,-3024.5
2.3,797.0,10.3392924,-5611.5
1.68,1343.0,3.076452083,-5975.5
1.61,841.0,5.433132902,-4961.5
2.36,797.0,1.931559839,-5760.5
1.97,797.0,10.30375,-5678.5
2.3,797.0,13.60697954,-4579.5
2.3,797.0,13.81505985,-3831.5
2.72,797.0,8.28176,-6175.5
1.47,797.0,4.57950946,-5700.5
17.8182,1367.0,3.7649949,-6722.5
2.3,797.0,12.25384348,-5566.4
1.48,821.0,6.3312784,-5374.5
2.3,797.0,4.48758768,-6158.78
2.3,797.0,8.70419734,-5160.5
1.247,797.0,10.3392924,-5883.5
13.26,484.0,38.47876629,-5508.5
1.01,623.0,14.42525565,-5498.5
1.57,709.0,19.67416124,-6106.5
1.72,1183.0,6.002535939,-6386.5
4.09,1013.0,5.826657508,-5559.5
2.3,797.0,8.61742738,-4763.08
2.3,797.0,49.18395775,-5582.76
3.101,797.0,10.3392924,-4730.5
2.3,797.0,41.0081259479,-5316.5
1.63,797.0,11.24283541,-6197.5
2.3,797.0,3.3366413,-3550.5
2.3,797.0,2.2047363,-6348.5
2.1916,1144.0,5.2544884,-5956.5
1.35,517.0,3.6904,-3410.5
1.39,527.0,21.8038763,-4976.5
3.486,973.0,15.9653287,-6007.5
2.3,797.0,8.0058159862,-5627.55
2.6,797.0,16.051137,-3457.5
2.3,797.0,8.45744892,-5956.5
2.3,797.0,4.46529974,-5998.5
2.29,1153.0,4.093602,-6048.5
3.00264281,620.36,19.59015780924,-5722.37
2.3,797.0,18.39629744,-5336.5
2.3,797.0,13.28534769,-6282.0
2.2,561.0,36.4337867,-5564.5
2.28,903.0,23.2382792,-6600.5
2.3,797.0,9.54927403,-3598.5
1.712,797.0,0.571,-5494.5
1.599,797.0,10.3392924,-6551.5
6.71,797.0,1.7292684,-4101.5
2.41,468.0,34.25951418,-5407.5
2.3,797.0,3.072146607,-4611.5
1.48,1149.0,2.289363,-5169.5
2.2,557.0,43.1308082,-6297.5
2.587,784.0,6.443868,-4732.5
2.5,774.0,21.22258525,-5950.5
3.21,888.0,6.996926239,-5711.5
4.61,1129.0,3.750832927,-5774.5
3.63,975.0,13.74883059,-5860.5
2.3,797.0,3.2198148,-5611.5
1.48,973.0,5.42586901,-5592.5
2.3,797.0,48.8882668,-4763.5
2.3,797.0,484.17,-4987.5
2.53,666.0,7.727283,-4738.5
2.3,797.0,161.51541918,-4482.98
3.61,797.0,33.653079,-4940.5
11.6,737.0,1.630757,-3428.5
1.46,958.0,13.61165024,-6168.5
2.3,797.0,18.4776050275,-3567.5
2.45109846,862.49,5.904137,-5211.5
3.14,448.0,85.7350285,-6094.5
3.21,598.0,36.552551,-5815.5
12.77,797.0,125.86543389,-5999.5
6.51,1033.0,12.720365,-6101.5
2.3,797.0,54.4101523709,-5577.63
2.9,492.0,51.300634,-6030.5
15.24421375,797.0,10.3392924,-4648.5
2.3,797.0,232.0,-5733.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,10.13958818,-4475.5
4.75,857.0,12.218278,-6175.5
2.06,900.0,8.82713457,-5810.5
5.12,455.0,49.7700907,-5772.5
1.26,797.0,5.188549,-4603.5
1.45,797.0,0.35490972,-3891.5
1.13,625.0,30.8609366,-6006.5
2.3,797.0,3.1626945813,-5869.74
2.2,692.0,8.203904,-4949.5
2.3,797.0,3.2175190291,-5547.5
2.61631054,986.17,2.5080815488,-4713.5
2.98555,769.0,6.2932111,-4867.11
3.28,540.0,41.8854433,-5733.5
1.66165565,797.0,2.369008,-5507.5
2.4,547.0,16.85808,-4976.5
2.3,797.0,8.50339249,-5611.5
4.0,1186.0,4.125573,-6096.5
2.57,797.0,37.8144514,-6056.5
2.3,797.0,4.2809919671,-5421.5
1.31,1011.0,4.022309329,-5514.5
1.39,1122.0,4.09513932,-5856.5
13.16,797.0,10.3392924,-6215.5
2.14,324.0,96.16987,-5332.5
11.11,144.0,1071.2319346,-4976.5
1.27,665.0,15.0540329,-5473.5
1.7,785.0,8.77514,-5370.5
2.3,797.0,10.44635944,-5884.5
1.55,923.0,5.71462004,-5567.5
1.48,1514.0,2.092269993,-6083.5
3.53,797.0,31.784,-5611.5
2.3,797.0,10.3392924,-5611.5
2.49,591.0,18.82634264,-5213.5
2.3,797.0,10.3392924,-5611.5
2.3,1213.76,3.38631713618,-5778.5
1.37,797.0,0.549374,-4728.5
2.3,797.0,3.1220157,-6278.5
1.56,797.0,7.8128584,-6278.5
13.0,650.0,8.3501898,-4358.5
2.63,797.0,25.67212848,-6148.5
1.43,846.0,7.2385854,-5439.5
1.37,1628.0,1.045622658,-5567.5
2.3,797.0,14.1959621,-6003.5
2.81,543.0,20.13488968,-5226.5
2.38,380.0,92.8750347,-5793.5
2.3,797.0,1.450889836,-5567.5
2.3,797.0,80.8719837859,-5538.5
2.63456976,797.0,10.062106,-5487.5
0.84,909.0,8.48293296,-5796.5
3.16,491.0,26.39435646,-5125.5
2.3,797.0,12.03991661,-4498.5
2.3,797.0,17.78999569,-5567.79
2.3,797.0,15.7737449454,-6487.56
1.07,1215.0,3.54553021,-5971.5
1.565,797.0,10.3392924,-5136.5
2.3,797.0,15.413081,-5611.5
2.3,797.0,19.672324,-6055.5
3.4095367,337.47,15.1454693,-3270.5
0.768,797.0,10.3392924,-5610.5
1.402,1311.0,1.2730991,-5057.5
13.56286665,1381.0,3.05125,-5608.5
2.3,797.0,682.85,-4912.5
1.44,534.0,4.194496514,-3582.5
12.016048,797.0,10.863502,-5566.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,3.9228105,-6348.5
1.4,1714.0,0.567857136,-5074.5
12.408,1260.0,5.723186,-6085.5
1.79,1276.0,6.2216147,-6614.5
2.3,797.0,16.3583482,-6052.5
43.17,792.0,18.9985279,-5894.5
14.90797,1675.0,3.852985,-6568.5
2.3,797.0,10.3392924,-4817.94
2.3,797.0,5.6114237,-5611.5
3.06,797.0,41.0081183,-5352.5
2.57,797.0,8.222419656,-4296.5
2.3,797.0,3.50927,-6115.5
2.3,797.0,4.35301126,-5611.5
3.66,702.0,51.0771048,-5008.5
5.0,950.0,11.815018,-5810.5
2.3,797.0,217.83184293,-6180.08
3.03,1047.0,4.195775379,-5227.5
7.52,323.0,224.7782093,-5904.5
1.79,1162.0,3.70120482,-5908.5
2.3,797.0,2.51994701,-5611.5
2.3,797.0,4.5770016,-3831.5
2.3,797.0,2.9465234199,-6372.5
12.77826,797.0,2.4238133,-5398.5
2.16,797.0,41.809118,-5788.5
1.22,1109.0,11.9216214,-6291.5
2.3,797.0,3538.0,-5453.5
0.79,961.0,4.160693,-5459.5
2.538,797.0,19.67416124,-6007.5
2.675,797.0,10.3392924,-6088.5
4.8,1011.0,3.4130351,-5377.5
1.5,1164.0,3.619345,-5500.5
3.17,797.0,174.509835,-4993.5
19.565,797.0,10.3392924,-5924.5
2.3,797.0,124.91349729,-6029.63
2.94026258,797.0,15.853543,-5710.5
2.3,797.0,198.7106251,-5611.5
1.66551298,797.0,13.621832,-5671.5
1.65,1133.0,3.383540239,-5298.5
0.7,1311.0,3.7847507,-6015.5
2.3,797.0,12.49343008,-5205.5
2.09,513.0,5.901282819,-3725.5
1.79929661,618.36,3.13429456192,-3573.5
2.3,797.0,21.3589727845,-5724.45
1.38,433.0,5.35882,-3335.5
2.3,797.0,124.828506691,-5600.5
13.0203,690.0,11.2365977,-6444.5
2.76,711.0,16.23847733,-5681.5
1.78,797.0,5.16981333,-4646.5
2.628,797.0,10.3392924,-6012.5
2.29,797.0,15.77979614,-5721.5
1.24,1052.0,9.18244299,-6192.5
0.772,797.0,10.3392924,-5295.5
2.3,797.0,0.88184263,-5200.4
2.41,773.0,7.15681773,-5160.5
1.24,996.0,0.5734745,-3540.5
2.3,797.0,10.3392924,-5611.5
2.8,366.0,84.5733226,-5416.5
3.06,797.0,37.054919,-5641.5
2.3,797.0,48.6302990021,-6064.69
2.3,797.0,1.0052077885,-5690.5
2.161,797.0,10.3392924,-4764.5
2.3,797.0,42.4718417,-5667.5
1.81,567.0,5.169809946,-3891.5
2.3,797.0,9295.9735,-5611.5
2.96,1067.0,12.69105209,-5885.5
0.73,797.0,1.716831717,-5786.5
1.05,797.0,5.30880656,-5657.5
2.3,797.0,10.3392924,-5611.5
2.31,939.0,8.99088871,-5975.5
1.05,1084.0,7.63846023,-6420.5
2.89,797.0,5.34955671,-5425.5
2.14,822.0,14.55426,-6319.5
1.07,797.0,9.2206889,-5697.5
1.84,520.0,13.36019864,-4498.5
10.74,367.0,130.17746603,-6044.5
4.47852383,1077.21,4.66263198182,-5938.62
2.86,797.0,10.3516,-5611.5
12.02723629,1512.0,2.6453235,-5627.5
2.55,797.0,88.2553544,-5234.5
2.793,797.0,10.3392924,-4921.5
2.3,797.0,187.746606,-5214.5
15.58051,797.0,4.086052,-6598.5
2.3,797.0,2041.54152,-5611.5
17.4,797.0,22.634594,-5611.5
2.3,797.0,10.3392924,-5611.5
1.28,550.0,7.82496,-4241.5
1.93,797.0,12.79455062,-4639.5
2.42,424.0,5.660172,-3384.5
2.379,797.0,10.3392924,-5954.5
1.03,969.0,2.46050993,-4809.5
3.73,390.0,158.6853308,-6124.5
2.08,449.0,8.75245953,-3725.5
0.823,797.0,10.3392924,-5858.5
1.95,767.0,10.12805158,-5674.5
2.3,797.0,1.6255222551,-5482.24
2.3,797.0,9.767,-5611.5
2.3,797.0,20.55331441,-5981.5
2.3,797.0,52.6300234726,-5327.96
3.12,462.0,60.9292,-5596.5
3.84,797.0,29.7272142,-5523.5
3.236,797.0,10.3392924,-6082.5
2.258,797.0,10.3392924,-6552.5
1.26,1070.0,8.9211602,-6520.5
2.3,797.0,5.4871224247,-4972.5
2.36,1174.0,4.347288783,-5752.5
2.42,585.0,41.74600392,-5980.5
2.3,797.0,17.9904,-5611.5
3.08,473.0,76.7324556,-5949.5
2.3,797.0,11.94019101,-4803.5
2.3,797.0,1.58040454,-3024.5
2.3,797.0,2058.0,-4979.5
1.516,797.0,10.3392924,-6097.5
2.06,384.0,18.6848057,-4043.5
3.59,797.0,10.3392924,-5399.5
4.75,797.0,3.471341,-3888.22
3.226,797.0,10.3392924,-5950.5
1.14,797.0,8.09219642,-5768.5
2.15,797.0,59.980627,-6106.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,29.9685917,-6017.5
2.3,797.0,11.776132317,-4660.91
1.54,1155.0,3.215109385,-5539.5
2.1,583.0,3.03621679,-3483.5
1.51,554.0,11.32269749,-4561.5
2.3,797.0,4682.0,-5805.5
2.3,797.0,16.05050834,-5326.33
2.3,797.0,15.99560373,-4923.5
2.3,797.0,91.3514816,-6106.91
8.504,797.0,10.3392924,-6083.5
2.3,797.0,3.61930384,-5500.5
2.3,797.0,4.3888492,-5097.5
2.798,797.0,10.3392924,-5718.5
2.3,797.0,23.22163264,-5749.31
2.3,797.0,1.653889476,-5328.5
2.3,797.0,38.90787517,-5752.5
1.11,939.0,4.24261881,-5326.5
1.46,890.0,14.43594397,-6104.5
2.3,797.0,15.1413066,-5611.5
2.3,797.0,22.3395,-5469.5
2.9,859.0,23.78362,-6304.5
2.3,797.0,5144.0,-5125.5
1.35,797.0,3.70428172,-6678.5
2.1,887.0,13.71933369,-6426.5
9.16,1118.0,4.225384512,-5647.5
2.261,797.0,37.3229493,-6029.5
0.92,797.0,7.69993485,-5768.5
1.54,1009.0,7.18886,-5275.5
2.389,797.0,8.50340718,-5854.5
0.58,797.0,7.07142,-4901.5
2.36,723.0,16.07677615,-5955.5
2.3,797.0,2.8867624,-3525.5
2.3,797.0,6.03355539,-4993.64
2.3,797.0,5573.55,-5611.5
0.853,1299.0,6.99205,-6102.5
4.45,1346.0,1.902208647,-5398.5
2.18,813.0,9.75369069,-5804.5
16.14096,1320.0,2.2359835,-5258.5
2.3,797.0,16.7525077,-4526.5
1.07,937.0,9.5085156,-6326.5
3.002,797.0,10.3392924,-5844.5
2.3,797.0,8.39827939,-6111.4
2.3,797.0,10.3997560273,-5071.5
2.3,797.0,27.08239734,-5835.01
2.3,797.0,16.07673148,-5464.61
2.3,797.0,4.088,-5728.5
2.3,797.0,31.7197779765,-6030.83
2.25,759.0,8.180896,-5234.5
13.70588688,963.63,2.29840578875,-4220.04
3.08,482.0,42.4267342,-5401.5
2.3,797.0,6.8774462313,-3884.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,3.0300737,-5611.5
2.3,797.0,37.0551726,-5311.5
1.2,797.0,0.578657,-5763.5
5.36,797.0,6.771315,-5795.5
2.3,797.0,5384.0,-5611.5
2.11934728,797.0,6.070290089,-5074.5
2.07,643.0,13.47469571,-5411.5
10.55,377.0,20.35847252,-3709.5
2.3,797.0,1.8053704,-5088.5
2.6186448,797.0,56.4159,-5827.5
3.88,383.0,10.134016,-3546.5
1.97,272.0,49.276764,-3892.5
1.42,402.0,13.78109471,-3844.5
2.2,797.0,21.587475,-6048.5
13.125739,1192.0,3.739494,-5568.5
2.3,797.0,147.97391,-5752.5
2.3,797.0,437.05,-5580.5
2.3,797.0,5.5080291,-4788.5
2.3,797.0,3.0565233,-5858.5
2.3,797.0,10.86062378,-6361.66
3.09,777.0,10.35533177,-5499.5
1.52,639.0,13.97946561,-5353.5
2.10238538,492.72,4.17826560315,-3440.5
2.91,797.0,2.453235899,-4586.5
8.214,797.0,10.3392924,-5786.5
1.15,797.0,2.732766619,-3709.5
2.3,797.0,13.0766,-5735.5
2.38,1088.0,8.27744313,-5127.5
1.85,849.0,10.30400497,-5655.5
3.03,445.0,36.2761238,-5101.5
1.31,797.0,1.92279873,-5189.5
1.31,797.0,2.462342175,-5742.5
14.6101,1593.0,5.33155,-5915.5
1.59,797.0,8.13000457,-5728.5
2.3,797.0,1773.4,-5611.5
2.38421141,797.0,3.825910091,-5221.5
1.542,797.0,7.8128584,-5611.5
3.002,797.0,10.3392924,-5885.5
1.75,893.0,18.01167665,-6461.5
4.768,797.0,10.5007334,-5611.5
3.58,797.0,30.1329303,-5620.5
3.16,414.0,17.604437,-3903.5
3.47,729.0,14.83339324,-5774.5
3.16,797.0,34.18890521,-5614.5
2.27,797.0,8.96848108,-5858.5
2.07,1076.0,14.6136,-6740.5
2.23,797.0,28.46,-5611.5
2.64,643.0,21.96399084,-5772.5
1.39,797.0,15.2841,-5611.5
2.3,797.0,4.8070999843,-5450.46
2.3,797.0,62.7843981,-6037.5
2.21,544.0,10.139614,-4484.5
2.92706747,738.68,10.778849,-5340.5
2.33,454.0,65.9407869,-5980.5
2.3,797.0,3.289726319,-5578.5
12.2398,1249.0,6.9839072,-5970.5
2.3,797.0,3.332683,-5678.85
2.3,797.0,23.08898875,-3878.5
2.3,797.0,2.24376628,-6473.5
0.95,1277.0,3.95116882,-5729.5
2.48,574.0,46.4063358,-6341.5
2.3,797.0,10.4464175172,-5884.5
0.979,1052.0,9.605027,-5845.5
2.3,797.0,47.1607932,-5598.5
2.7,340.0,22.7802,-3791.5
2.3,797.0,2790.0,-4822.25
3.1,797.0,9.3261,-5611.5
2.2,797.0,10.3392924,-5779.5
4.0,797.0,28.735998,-5611.5
0.73,797.0,0.45328731,-3256.5
2.06,583.0,22.18329658,-5841.5
2.81,527.0,23.67517607,-5300.5
1.96,797.0,36.44516433,-4114.5
4.77,881.0,6.581478842,-5186.5
2.3,797.0,13.61165024,-6109.53
1.12,196.0,86.828989,-3722.5
2.3,797.0,35.1184432,-5427.5
1.56,797.0,0.626281378,-4956.5
2.3,797.0,11.38576954,-4911.5
1.27,1003.0,2.345858578,-4748.5
1.81,797.0,0.789592,-5550.5
1.48,590.0,44.9977478,-6110.5
9.37,321.0,143.21515,-5459.5
3.35,513.0,44.8520997,-5512.5
2.71,802.0,23.44970494,-6186.5
1.111,797.0,10.3392924,-4908.5
2.3,797.0,10.3392924,-5611.5
1.54,380.0,15.36829,-3801.5
2.3,797.0,5.720841,-4032.5
1.33,1117.0,2.9713641,-5298.5
11.496,797.0,3.217518593,-5533.5
1.86,487.0,45.0904643,-5788.5
5.41,383.0,64.6174465,-5041.5
5.9,415.0,85.31287,-6016.5
2.3,797.0,3.506195,-5611.5
1.212,797.0,10.3392924,-5998.5
2.3,797.0,3.32526424,-3722.5
2.3,797.0,4.8869,-3340.5
2.79,797.0,6.6874352,-4474.5
4.367,797.0,10.3392924,-5618.5
0.80559999,797.0,1.99285996,-3636.5
2.3,797.0,30.864782008,-5696.47
2.3,797.0,29.5422566,-5326.5
2.062,797.0,15.57,-5745.5
3.053,797.0,10.3392924,-5531.5
2.3,797.0,10.41891583,-5663.5
2.3,797.0,1208.0,-4968.5
2.2,246.0,177.669112,-4905.5
2.3,797.0,16.0573291,-5389.5
2.3,797.0,95.61169259,-6317.5
1.06,853.0,14.2651545,-5823.5
2.15,797.0,16.00749754,-5911.5
1.02,797.0,2.787868386,-4752.5
1.454,797.0,1.732345491,-5789.5
2.3,797.0,47.14845936,-4979.63
2.3,797.0,4.6418381,-5857.5
13.2,593.0,2.65206166,-3361.5
0.83,1417.0,2.89223021,-5729.5
1.65,509.0,8.98581901,-4070.5
2.3,797.0,14.651552,-5196.5
2.3,797.0,20.05018325,-5459.5
2.3,797.0,4.5972469747,-5590.5
1.66,1090.0,2.79590004,-5242.5
2.3,274.0,571.3,-5668.5
2.3,797.0,5.70070626,-5480.5
1.23,750.0,1.682695938,-3667.5
4.42,904.0,10.161032261,-6030.5
9.801,797.0,10.3392924,-5585.5
2.3,797.0,5.4584822317,-5723.06
1.521,797.0,2.154909039,-6218.5
2.27,663.0,12.12400943,-5278.5
0.88,830.0,3.17323012,-4498.5
1.23,797.0,5.6315915,-5030.5
2.3,797.0,143.2063047,-5005.1
2.3,797.0,25.9342243844,-6003.81
2.46,797.0,37.6327084,-4096.5
1.63,996.0,7.19294,-6184.5
2.5,886.0,4.783002698,-5168.5
2.3,797.0,0.740926358,-5269.5
5.217,797.0,12.7207,-5611.5
10.42,1350.0,0.8,-4398.5
2.3,797.0,3.5852329,-5806.5
12.498035,1603.0,3.0240933,-6039.5
2.3,797.0,799.5,-5611.5
3.97,1599.0,1.970340203,-4881.5
3.2,475.0,50.28578,-5623.5
2.3,797.0,66.1843646,-5718.5
2.8,568.0,39.7530284,-6070.5
2.3,797.0,3.126861192,-4506.81
2.3,1616.0,10.3392924,-5611.5
2.3,797.0,14583.81038,-5611.5
1.99,497.0,8.752167,-4059.5
2.3,797.0,34.54395,-5611.5
2.3,797.0,35.3331932,-5857.5
2.3,797.0,5.1857532,-4469.88
1.59,879.0,4.88083852,-4927.5
2.3,797.0,36.337505,-5611.5
2.14,797.0,10.3392924,-5414.5
4.86,1051.0,4.030468037,-5549.5
12.43773089,705.15,3.43919542546,-3900.5
1.79,941.0,7.6847716,-5723.5
2.3,797.0,41.6980846609,-6120.17
1.82,1069.0,7.010723,-6367.5
1.37400198,1943.17,0.43780833646,-5163.7
2.15,1094.0,5.25419736,-6121.5
4.598,797.0,10.3392924,-5657.5
1.09308317,797.0,21.574023,-5629.5
2.44,606.0,36.4333452,-6055.5
2.85,763.0,19.747469,-6195.5
1.3833597,797.0,0.773981,-5475.5
1.83,553.0,52.6095103,-5879.5
2.09,798.0,8.1874109,-5521.5
2.3,797.0,4.76831033,-5839.78
2.3,797.0,2.2433802904,-4133.5
1.59,797.0,8.7529,-4324.5
1.84,483.0,39.6027551,-5639.5
2.773,797.0,42.913751,-6043.5
2.55,415.0,77.03,-5370.5
2.3,797.0,1.43247534,-5611.5
1.57,1046.0,7.01075434,-6339.5
1.21,770.0,10.9294815,-5790.5
3.41,588.0,51.75529576,-5753.5
1.67,797.0,7.13294363,-5959.5
4.092,797.0,19.58557219,-5654.5
1.78,1372.0,1.269090374,-5093.5
2.67,797.0,56.633742,-5916.5
1.406,797.0,10.3392924,-5554.5
2.3,797.0,6.24145791,-5813.68
2.3,797.0,11.90349774,-5719.5
2.0,751.0,9.76734365,-5563.5
2.3,797.0,2.949038155,-4969.66
2.87,621.0,18.87021566,-5400.5
3.58,518.0,16.080672,-4884.5
1.96,501.0,18.16407876,-4795.5
2.3,797.0,288.6,-5346.5
4.16,559.0,140.10394,-6229.5
12.778238,797.0,6.13499,-5681.5
2.686,797.0,10.3392924,-3905.5
2.75,810.0,14.3868109,-5912.5
1.21,845.0,7.126,-6070.5
2.3,797.0,40.4286038246,-5573.5
2.0,575.0,6.312508525,-4088.5
2.69,886.0,8.313783059,-5898.5
2.656,797.0,10.3392924,-5079.5
1.53,797.0,1.31184443,-5634.5
2.3,797.0,23.35900015,-5708.07
9.113,797.0,2.8758911,-6158.5
2.3,797.0,220.078,-5933.5
14.2954,1708.0,2.0727598,-5638.5
13.63145276,1333.32,5.0052605034,-6113.5
2.3,797.0,5.87063416,-4012.07
7.9,563.0,4.353326,-3474.5
5.71,625.0,23.65368621,-5856.5
3.4,618.0,24.54362,-5961.5
2.3,797.0,33.02645384,-5669.5
2.17,590.0,16.1456994,-4907.5
2.3,797.0,28.125,-5458.5
0.97,1022.0,3.13877646,-5240.5
3.65,797.0,61.6178167,-5541.5
2.64,797.0,124.828679,-5704.5
2.3,797.0,7.3705,-5611.5
5.8,356.0,127.9075774,-5958.5
1.41,906.0,5.43312169,-5227.5
2.3,797.0,5.53609368,-3936.5
3.89,378.0,96.105471,-5722.5
1.4,994.0,14.7967458,-6139.5
2.5,952.0,6.388987,-5538.5
2.614,797.0,10.3392924,-5611.5
6.15,318.0,161.5280101,-5868.5
4.87,1095.0,6.6513802,-5252.5
8.68,797.0,51.84688575,-5170.5
1.464,797.0,10.3392924,-5770.5
1.15,797.0,15.0447198,-5887.5
1.44,1297.0,6.96355103,-6038.5
1.29,797.0,3.42804168,-5587.5
1.18,202.0,63.3354719,-3524.5
1.13,1280.0,2.543072855,-5751.5
3.168,797.0,10.3392924,-5654.5
2.69,1073.0,5.404272197,-6120.5
1.25,891.0,7.56127224,-5851.5
1.809,797.0,3.504687554,-5439.5
2.3,797.0,10.3392924,-5611.5
2.17,694.0,5.912262,-4661.5
2.87,797.0,59.73667,-6078.5
1.94,1595.0,2.758006,-6422.5
2.3,797.0,86.4943704,-5243.5
2.77,797.0,34.3511874,-5814.5
2.52,513.0,46.6856205,-5655.5
2.27,797.0,1.58040482,-5611.5
10.99,797.0,10.3392924,-5701.5
1.16,797.0,15.189034,-3358.97
4.4,1005.0,14.80012,-7061.5
2.3,797.0,114.336052,-5824.5
2.1,194.0,247.354265,-4588.5
1.88,797.0,16.3583055,-6159.5
2.87,492.0,56.6344,-5659.5
2.3,797.0,104.3519624,-5865.5
2.3,797.0,18.11989941,-5015.5
11.421971,797.0,2.61585922,-5330.5
10.74,367.0,130.17746603,-6044.5
2.33,957.0,7.67465618,-6061.5
1.97631873,502.93,2.32634296639,-3242.5
2.3,797.0,37.9196,-5344.1
2.39,554.0,43.1312147,-5837.5
2.3,797.0,8.84790854,-3794.5
2.3,797.0,17.1326883166,-5236.5
4.47,721.0,15.4339775,-5898.5
2.3,797.0,12.2094828,-5618.77
2.7,797.0,23.58447697,-5745.5
2.3,797.0,19.4464085977,-5741.5
1.84,1103.0,5.45851,-5717.5
0.73,1412.0,2.024820339,-6027.5
4.143,797.0,57.6899118,-5583.5
2.44317,912.0,15.5718552,-6350.83
2.19,810.0,6.54626149,-5249.5
10.468,450.0,10.3392924,-573.5
1.53,856.0,8.07127043,-5764.5
2.28,764.0,12.41217869,-5939.5
0.78,1701.0,1.877878538,-6322.5
3.17,763.0,10.8540894,-5441.5
3.375,797.0,21.30022655,-5982.5
6.1,389.0,220.1303357,-6338.5
1.79,798.0,1.9741954,-3710.5
17.5,3866.0,3.107528,-4102.5
2.3,797.0,7.3844305347,-5801.5
2.3,797.0,34.905,-5774.5
2.82,1009.0,13.17555999,-5898.5
2.3,797.0,33.4702599693,-5611.5
2.3,797.0,18.1147513494,-6122.51
1.602,797.0,10.3392924,-5907.5
1.54,430.0,21.67697486,-4720.5
1.77,1313.0,2.382952186,-5737.5
2.545,797.0,10.3392924,-4789.5
12.1956,1095.0,4.971298,-5508.5
2.3,797.0,10.3392924,-5611.5
1.85,797.0,10.30400497,-5743.5
2.61,618.0,31.80526,-5911.5
1.86,581.0,13.22713379,-5078.5
1.65,643.0,13.02678441,-5081.5
2.3,797.0,31.1748311,-5649.52
1.27,435.0,7.11372736,-3566.5
7.718,797.0,210.6031105,-5611.5
4.12,641.0,13.19721496,-4952.5
2.3,797.0,15.8662783879,-6081.23
2.3,797.0,25.0985083,-5906.32
2.87,797.0,17.40665938,-6140.5
2.3,797.0,14.62709685,-5427.5
2.3,797.0,5.0037904,-6458.5
4.56,746.0,31.78209253,-5901.5
2.3,797.0,14.4359459,-6064.69
1.3,775.0,7.51866,-5179.5
2.3,797.0,5.45849677,-5723.06
0.89,1471.0,0.179715,-3490.5
2.3,797.0,14.37504582,-6019.17
1.478,1037.0,4.72673978,-5667.5
2.29,797.0,15.18725932,-6175.5
2.3,797.0,124.524940693,-5500.5
1.81,1377.0,5.37493491,-6763.5
4.48,970.0,4.030466786,-5232.5
2.51,860.0,5.904144,-5149.5
2.3,797.0,49.4781446,-5580.5
1.07,797.0,7.958203,-5849.5
1.88,507.0,13.98177228,-4588.5
3.1,694.0,36.292017,-5841.5
10.69,1168.0,5.05821338,-4881.5
12.77826,797.0,3.12609,-5138.5
2.71,611.0,33.7888028,-6200.5
2.3,797.0,47.90371523,-5765.11
2.3,797.0,10.3105414121,-5322.5
15.32049607,1187.11,4.9427985335,-5549.43
1.8,421.0,14.87174,-3735.5
3.58,978.0,13.7488263,-5869.5
1.45,1231.0,5.03506543,-6351.5
2.3,797.0,6.6742,-5542.5
2.3,797.0,7.107789,-5638.5
2.3,797.0,10.854095934,-5487.5
0.834,797.0,4.159817122,-5611.5
2.3,797.0,2.89973826,-5183.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,2.0538959725,-5619.5
2.3,797.0,663.0,-5003.5
2.3,797.0,3.41587,-5390.5
2.99324,1143.0,3.6451549,-5920.5
7.34,518.0,31.330554,-5397.5
2.44,566.0,37.8101174,-6083.5
2.4,680.0,20.34234237,-5798.5
1.43,818.0,2.970439,-4892.5
1.158,797.0,10.3392924,-5318.5
13.04725353,797.0,3.5062,-5061.5
2.3,797.0,3.19152449,-6427.5
18.3834,1870.0,3.397862,-6588.5
2.5,363.0,135.1878234,-5710.5
1.184,797.0,5.688769817,-4232.5
2.3,797.0,23.20579353,-6101.0
2.3,797.0,13.8992,-4950.5
2.27,760.0,7.9709719,-5235.5
0.932,797.0,5.10115756,-5543.5
13.6938,1723.0,3.3704313,-5763.5
2.3,797.0,5.398752862,-5873.73
2.3,797.0,7.5612953265,-5677.5
