pl_rade,pl_eqt,pl_orbper,stellar_compatibility,st_spectype_simple,Habitability_Probability
20.1852,2388.0,2.7443216,-8728.5,G,0.9702126223403478
16.98160576,2250.0,2.8240932,-7798.5,G,0.9702126223403478
1.53,802.0,3.290117953,-4482.5,G,0.9699278569199111
11.62641524,799.55,2.13570257297,-3676.7,G,0.9699278569199111
1.65,797.0,19.85028393,-3556.5,G,0.9697444021068626
1.73,797.0,13.969457,-3797.5,G,0.9697444021068625
1.52,797.0,14.87153514,-3709.5,G,0.9697444021068625
1.61,758.0,4.17634525,-4521.5,G,0.9697066453017511
2.31,788.0,3.908632005,-4516.5,G,0.9697066453017511
5.76,817.0,19.49221,-6067.5,G,0.9692150576621265
2.55946293,803.99,22.8909855,-6319.5,G,0.9692006745095787
2.444,797.0,10.91,-4094.1,G,0.969078884469145
2.3,797.0,12.5511636852,-4469.06,G,0.969078884469145
2.69,797.0,11.00815926,-4249.5,G,0.969078884469145
2.3,797.0,10.99470891,-4281.5,G,0.969078884469145
4.92,797.0,11.12830484,-4092.5,G,0.969078884469145
2.3,797.0,11.95397791,-4260.5,G,0.969078884469145
2.3,797.0,12.55111099,-4469.06,G,0.969078884469145
2.3,797.0,12.0399480592,-4498.5,G,0.969078884469145
2.3,797.0,10.91274065,-4009.5,G,0.969078884469145
2.3,797.0,10.8484518,-4456.5,G,0.969078884469145
2.3,797.0,11.12830596,-4032.5,G,0.969078884469145
2.3,797.0,10.9947086769,-4281.5,G,0.969078884469145
2.3,797.0,11.00817635,-4248.5,G,0.969078884469145
2.3,797.0,12.3764716758,-4200.5,G,0.969078884469145
1.7,797.0,23.5540725,-8478.5,G,0.968801332370288
2.3,797.0,14.8444836,-7851.43,G,0.968801332370288
15.759854,797.0,1.76358799,-7648.5,G,0.968801332370288
2.3,797.0,2.7347703,-6766.5,G,0.968801332370288
3.05,797.0,5.11177904,-6844.5,G,0.968801332370288
2.3,797.0,5.54608449,-6962.36,G,0.968801332370288
1.801,797.0,10.3392924,-9576.5,G,0.968801332370288
3.63,797.0,22.8245485,-7113.5,G,0.968801332370288
2.3,797.0,4.1269052,-6799.5,G,0.968801332370288
5.471,797.0,10.3392924,-6952.5,G,0.968801332370288
2.15,797.0,13.32196237,-6803.5,G,0.968801332370288
2.3,797.0,1.8882378,-7928.5,G,0.968801332370288
17.627,797.0,10.3392924,-9069.5,G,0.968801332370288
2.3,797.0,4.7869491,-7392.5,G,0.968801332370288
2.3,797.0,22.8245144,-7851.43,G,0.968801332370288
2.3,797.0,1.76358803,-7984.57,G,0.968801332370288
2.3,797.0,10.3392924,-6779.5,G,0.968801332370288
2.3,797.0,10.3392924,-6774.5,G,0.968801332370288
3.22,797.0,20.257,-6769.5,G,0.968801332370288
2.3,797.0,4.7869883,-7392.5,G,0.968801332370288
17.9344,797.0,2.73477,-6766.5,G,0.968801332370288
2.3,797.0,1.88823968,-7928.5,G,0.968801332370288
1.704,871.0,3.81673,-4550.5,K,0.9687671018266765
2.3,797.0,16.75241848,-4526.5,G,0.9687430745074702
2.39,791.0,11.63701734,-5886.5,G,0.9686194511848281
2.2,792.0,11.722936,-5932.5,G,0.9686194511848281
2.05,793.0,14.58649607,-6155.5,G,0.9686194511848281
1.77,793.0,20.2641684,-6290.5,G,0.9686194511848281
1.55,790.0,11.1736,-5898.5,G,0.9686194511848281
3.93681551,789.51,12.9967,-5809.5,G,0.9686194511848281
3.21,792.0,13.08424096,-5669.5,G,0.9686194511848281
2.46,791.0,19.76172042,-6325.5,G,0.9686194511848281
2.61,791.0,12.20951755,-5668.5,G,0.9686194511848281
2.35,437.0,9.30075,-3715.5,G,0.9685389264457251
2.3,797.0,1.4112272696,-4203.82,G,0.9684029002719379
2.3,797.0,7.203855862,-4009.5,G,0.9684029002719379
2.3,797.0,1.385787741,-4335.5,G,0.9684029002719379
2.3,797.0,7.187,-4389.5,G,0.9684029002719379
2.3,797.0,4.4215350742,-4112.5,G,0.9684029002719379
4.38,797.0,2.849274,-4298.48,G,0.9684029002719379
2.3,797.0,2.4143440297,-4403.72,G,0.9684029002719379
2.3,797.0,4.421566535,-4112.5,G,0.9684029002719379
2.3,797.0,3.6929823563,-4440.5,G,0.9684029002719379
2.1,797.0,7.8773565,-4073.5,G,0.9684029002719379
2.3,797.0,2.211116989,-4396.5,G,0.9684029002719379
2.15,797.0,5.841648,-4247.5,G,0.9684029002719379
1.9287,797.0,6.669,-4341.5,G,0.9684029002719379
2.3,797.0,2.240497909,-4254.5,G,0.9684029002719379
2.3,797.0,4.42157079,-4112.5,G,0.9684029002719379
1.82,797.0,8.457496,-4345.5,G,0.9684029002719379
2.3,797.0,7.20385258,-4009.5,G,0.9684029002719379
2.3,797.0,1.5740848284,-4013.5,G,0.9684029002719379
2.3,797.0,5.70940795,-4440.5,G,0.9684029002719379
2.3,797.0,0.8134749,-4398.5,G,0.9684029002719379
2.3,797.0,3.69298042,-4440.5,G,0.9684029002719379
2.3,797.0,0.81347436,-4122.5,G,0.9684029002719379
2.3,797.0,4.6175744465,-4396.5,G,0.9684029002719379
2.3,797.0,5.77957133,-4130.5,G,0.9684029002719379
2.3,797.0,0.68458757,-4220.5,G,0.9684029002719379
2.3,797.0,6.9209966,-4386.89,G,0.9684029002719379
2.3,797.0,6.02929566,-4390.5,G,0.9684029002719379
2.3,797.0,6.66833241,-4456.5,G,0.9684029002719379
2.3,797.0,3.340218842,-4072.5,G,0.9684029002719379
1.63,797.0,1.287076762,-4101.5,G,0.9684029002719379
2.3,797.0,5.74771193,-4270.5,G,0.9684029002719379
1.95,797.0,5.169809946,-4080.5,G,0.9684029002719379
2.3,797.0,6.30922043,-4481.5,G,0.9684029002719379
2.3,797.0,7.82502168,-4072.5,G,0.9684029002719379
2.3,797.0,2.8493,-4277.5,G,0.9684029002719379
2.3,797.0,6.9210327734,-4386.89,G,0.9684029002719379
2.3,797.0,6.02930329,-4390.5,G,0.9684029002719379
2.3,797.0,5.931196562,-4337.68,G,0.9684029002719379
2.3,797.0,2.243380573,-4133.5,G,0.9684029002719379
3.07,487.0,23.58914398,-4917.5,G,0.9682208738710542
2.651,634.0,12.226574,-4732.5,G,0.9682208738710542
2.52,549.0,16.145690772,-4810.5,G,0.9682208738710542
1.83,570.0,14.092768,-5011.5,G,0.9682208738710542
2.98,544.0,20.13490007,-4961.5,G,0.9682208738710542
2.4566,561.17,11.07085,-4568.5,G,0.9682208738710542
7.69,628.0,17.089,-5024.5,G,0.9682208738710542
3.1,562.0,13.197244,-4819.5,G,0.9682208738710542
2.4,585.0,14.245648,-4928.5,G,0.9682208738710542
1.88,507.0,13.98177228,-4588.5,G,0.9682208738710542
2.35,562.0,12.71810317,-4700.5,G,0.9682208738710542
2.84,741.0,23.9553986,-5009.5,G,0.9682208738710542
2.48,498.0,21.76129394,-4917.5,G,0.9682208738710542
2.08,655.0,14.1330314,-5042.5,G,0.9682208738710542
2.93,500.0,24.0862707,-4971.5,G,0.9682208738710542
1.9892,590.88,15.337597,-4754.5,G,0.9682208738710542
2.03,491.0,24.7543966,-4850.5,G,0.9682208738710542
3.07,487.0,23.58914398,-4917.5,G,0.9682208738710542
3.1,729.0,8.290858,-4916.5,G,0.9682208738710542
3.62,518.0,20.50586978,-4903.5,G,0.9682208738710542
2.35,562.0,12.71810317,-4700.5,G,0.9682208738710542
3.15,758.0,5.924993927,-5014.5,G,0.9682208738710542
1.94,703.0,9.76293284,-5050.5,G,0.9682208738710542
2.39,610.0,11.34934848,-5014.5,G,0.9682208738710542
3.07,521.0,21.02250608,-5065.5,G,0.9682208738710542
2.3,712.0,7.95355717,-4986.5,G,0.9682208738710542
2.18,573.0,15.95541913,-4889.5,G,0.9682208738710542
4.2,498.0,24.66454,-5056.5,G,0.9682208738710542
7.38532555,510.96,13.23412611048,-5023.5,G,0.9682208738710542
2.21,608.0,15.36262753,-5009.5,G,0.9682208738710542
2.26,529.0,19.32945602,-5024.5,G,0.9682208738710542
11.37540568,652.07,11.91249418654,-5062.5,G,0.9682208738710542
2.95,530.0,21.67699193,-4952.5,G,0.9682208738710542
2.48270736,621.42,11.09934795111,-4946.5,G,0.9682208738710542
5.28,781.0,20.86021267,-6503.5,G,0.9682208738710542
4.7,766.0,18.93054959,-5013.5,G,0.9682208738710542
2.42,437.0,24.4002549,-4581.5,G,0.9682208738710542
2.56,575.0,13.86387,-4948.5,G,0.9682208738710542
2.5,584.0,16.85827722,-5031.5,G,0.9682208738710542
3.02618,527.0,23.4428912,-4792.9,G,0.9682208738710542
2.21,606.0,11.60656196,-4958.5,G,0.9682208738710542
2.24,526.0,18.42794957,-4766.5,G,0.9682208738710542
2.6,648.0,11.08487,-4895.5,G,0.9682208738710542
2.3,712.0,7.95355717,-4986.5,G,0.9682208738710542
5.28,781.0,20.86021267,-6503.5,G,0.9682208738710542
10.67,661.0,11.391013,-5042.5,G,0.9682208738710542
3.4,775.0,6.581501,-5056.5,G,0.9682208738710542
3.04,742.0,8.2039687,-5013.5,G,0.9682208738710542
2.62397,672.0,11.1972769,-4952.4,G,0.9682208738710542
2.558,571.0,13.86368,-4866.5,G,0.9682208738710542
7.3,556.0,17.2762904,-5034.5,G,0.9682208738710542
3.78,767.0,20.16034462,-5015.5,G,0.9682208738710542
2.74,556.0,13.7521072,-4795.5,G,0.9682208738710542
2.4,473.0,16.736955,-4560.5,G,0.9682208738710542
4.7,766.0,18.93054959,-5013.5,G,0.9682208738710542
3.37,715.0,7.834427877,-4985.5,G,0.9682208738710542
2.0,618.0,14.6762429,-4925.5,G,0.9682208738710542
1.57,570.0,16.54081386,-5062.5,G,0.9682208738710542
1.91,481.0,18.164064,-4805.5,G,0.9682208738710542
2.26,436.0,22.92884482,-4547.5,G,0.9682208738710542
3.62,518.0,20.50586978,-4903.5,G,0.9682208738710542
2.251,797.0,10.3392924,-3947.5,G,0.9678529766342453
2.133,797.0,10.3392924,-4001.5,G,0.9678529766342453
2.714,797.0,10.3392924,-4001.5,G,0.9678529766342453
2.49,797.0,9.77,-3987.5,G,0.9678529766342453
2.327,797.0,10.3392924,-4001.5,G,0.9678529766342453
2.706,797.0,10.3392924,-3905.5,G,0.9678529766342453
2.3,797.0,10.05176778,-3918.5,G,0.9678529766342453
11.7215,762.0,3.7130701,-4717.5,G,0.967460724426238
1.79,617.0,3.35368204,-3805.5,M,0.9674546598097448
19.1536,1682.0,4.6616079,-7435.5,G,0.967121441316162
1.6,572.0,10.19851808,-4503.5,G,0.9670718404562492
2.62,593.0,8.70797904,-4521.5,G,0.9670718404562492
1.6,572.0,10.19851808,-4503.5,G,0.9670718404562492
3.14,685.0,6.029301321,-4534.5,G,0.9670718404562492
2.3,2395.0,10.3392924,-6033.5,G,0.966992377371793
19.392,1770.0,4.457243,-6078.5,G,0.966992377371793
2.3,197.3,12.3535557,-2518.5,G,0.9669338807360432
1.74399996,797.0,8.934909821,-6686.5,G,0.9665813434082478
18.15858,797.0,2.70579,-6478.5,G,0.9665813434082478
2.3,797.0,5.0372885229,-6460.33,G,0.9665813434082478
2.803,797.0,16.00494214,-6441.5,G,0.9665813434082478
2.3,797.0,3.70429015,-6567.02,G,0.9665813434082478
8.18255591,797.0,22.09341,-6558.5,G,0.9665813434082478
16.92559,797.0,2.79083,-6564.5,G,0.9665813434082478
3.073,797.0,3.173917103,-6538.5,G,0.9665813434082478
18.71903,797.0,3.66238,-6598.5,G,0.9665813434082478
12.71,797.0,6.790121599,-6469.5,G,0.9665813434082478
15.6926,797.0,4.08605,-6598.5,G,0.9665813434082478
2.3,797.0,11.1895709,-6490.8,G,0.9665813434082478
2.3,797.0,5.5514975,-6507.5,G,0.9665813434082478
2.3,797.0,12.10968709,-6440.5,G,0.9665813434082478
3.37,797.0,22.824669,-6618.5,G,0.9665813434082478
2.3,797.0,12.30971679,-6687.95,G,0.9665813434082478
2.3,797.0,3.30040818,-6533.79,G,0.9665813434082478
20.73665,797.0,3.47447,-6444.5,G,0.9665813434082478
2.3,797.0,8.19345065,-6440.5,G,0.9665813434082478
1.97,797.0,17.9346563,-6451.5,G,0.9665813434082478
2.3,797.0,24.8546305555,-6729.5,G,0.9665813434082478
2.301,797.0,11.0895723,-6511.5,G,0.9665813434082478
15.581,797.0,4.086052,-6578.5,G,0.9665813434082478
2.3,797.0,4.9088963,-6552.5,G,0.9665813434082478
2.3,797.0,3.704283556,-6567.02,G,0.9665813434082478
2.3,797.0,2.703385,-6516.5,G,0.9665813434082478
2.333,797.0,10.3392924,-6478.5,G,0.9665813434082478
2.3,797.0,22.2074675863,-6662.02,G,0.9665813434082478
2.3,797.0,11.08956602,-6437.73,G,0.9665813434082478
2.3,797.0,5.452654,-6440.5,G,0.9665813434082478
14.36,797.0,2.243752,-6473.5,G,0.9665813434082478
2.3,797.0,1.2175163,-6514.5,G,0.9665813434082478
2.3,797.0,4.187618,-6448.5,G,0.9665813434082478
20.40038,797.0,3.6623866,-6598.5,G,0.9665813434082478
2.9,797.0,4.41745855,-6568.5,G,0.9665813434082478
2.3,797.0,20.4971697,-6440.5,G,0.9665813434082478
11.32109,797.0,4.2567994,-6738.5,G,0.9665813434082478
2.871,797.0,10.3392924,-6441.5,G,0.9665813434082478
2.09,797.0,20.053763,-6507.5,G,0.9665813434082478
2.3,797.0,23.58917143,-4905.5,G,0.966497153631957
2.3,797.0,24.086176,-4801.5,G,0.966497153631957
1.948,797.0,20.201085,-4661.5,G,0.966497153631957
2.3,797.0,16.09227518,-4705.63,G,0.966497153631957
2.3,797.0,13.62801048,-4851.5,G,0.966497153631957
2.3,797.0,16.8583081911,-4868.5,G,0.966497153631957
10.16,797.0,16.33889626,-4906.5,G,0.966497153631957
2.3,797.0,13.8997043336,-4700.5,G,0.966497153631957
2.3,797.0,16.2951259,-4880.5,G,0.966497153631957
2.3,797.0,20.0903131858,-4646.5,G,0.966497153631957
2.3,797.0,20.38174802,-4896.5,G,0.966497153631957
2.77,797.0,24.0862707,-4848.5,G,0.966497153631957
2.3,797.0,16.1456994111,-4814.5,G,0.966497153631957
2.3,797.0,24.2101973,-4548.5,G,0.966497153631957
2.76,797.0,17.2811521,-4629.5,G,0.966497153631957
2.3,797.0,13.89961592,-4700.5,G,0.966497153631957
2.3,797.0,13.6280030178,-4851.5,G,0.966497153631957
2.143,797.0,20.35972599,-4806.5,G,0.966497153631957
2.3,797.0,14.66146147,-4693.91,G,0.966497153631957
2.3,797.0,20.6532,-4849.5,G,0.966497153631957
11.43,797.0,21.4054901,-4909.5,G,0.966497153631957
2.52419159,797.0,13.86391,-4875.5,G,0.966497153631957
2.3,797.0,21.8035324861,-4825.17,G,0.966497153631957
2.3,797.0,16.0686523891,-4879.5,G,0.966497153631957
2.05816745,797.0,16.035054,-4659.5,G,0.966497153631957
2.63,797.0,17.501662,-4747.5,G,0.966497153631957
2.06,797.0,16.28248353,-4789.5,G,0.966497153631957
2.19,797.0,19.077,-4798.5,G,0.966497153631957
2.3,797.0,17.67178716,-4762.5,G,0.966497153631957
2.12,797.0,16.709184,-4621.5,G,0.966497153631957
2.29,797.0,13.98177228,-4691.5,G,0.966497153631957
2.71,797.0,16.70920692,-4718.5,G,0.966497153631957
2.3,797.0,17.28127891,-4603.4,G,0.966497153631957
23.09054,2469.7,2.175173,-6098.5,G,0.9664541777613839
3.7,797.0,10.135091,-3408.5,G,0.9663268808870956
1.659,797.0,10.3392924,-3696.5,G,0.9663268808870956
2.3,797.0,10.3392924,-3545.5,G,0.9663268808870956
2.451,797.0,10.3392924,-3580.5,G,0.9663268808870956
2.29,797.0,10.3392924,-3696.5,G,0.9663268808870956
1.84,797.0,9.87863917,-3711.5,G,0.9663268808870956
1.766,797.0,10.3392924,-3677.5,G,0.9663268808870956
1.917,797.0,10.3392924,-3710.5,G,0.9663268808870956
3.33,791.0,5.924991308,-5193.5,G,0.9662909537777321
2.6584,791.0,10.778833,-5389.5,G,0.9662909537777321
2.26,793.0,9.48803557,-5453.5,G,0.9662909537777321
4.43,900.0,2.849271,-4298.5,G,0.9661824306918689
3.82838127,640.88,20.772858,-5647.5,G,0.9659846463393261
1.83,619.0,25.15864,-5971.5,G,0.9659846463393261
2.5,764.0,17.40665938,-6275.5,G,0.9659846463393261
1.72,720.0,11.55562343,-5625.5,G,0.9659846463393261
1.78,770.0,11.79162572,-5943.5,G,0.9659846463393261
2.16,676.0,20.67885,-6062.5,G,0.9659846463393261
2.19,713.0,15.77979614,-5939.5,G,0.9659846463393261
7.96,661.0,19.270824031,-5777.5,G,0.9659846463393261
1.74,775.0,6.180013,-5151.5,G,0.9659846463393261
2.35,641.0,14.03491514,-5256.5,G,0.9659846463393261
1.61,632.0,15.87364565,-5652.5,G,0.9659846463393261
3.09,567.0,18.20795693,-5260.5,G,0.9659846463393261
7.0,779.0,7.9222,-5320.5,G,0.9659846463393261
2.52,656.0,16.54964934,-5370.5,G,0.9659846463393261
2.73,614.0,18.5525701,-5559.5,G,0.9659846463393261
2.26,578.0,24.2762373,-5733.5,G,0.9659846463393261
2.81,723.0,10.041555,-5322.5,G,0.9659846463393261
4.53,675.0,26.0203329,-5622.5,G,0.9659846463393261
2.3,722.0,13.2358,-5777.5,G,0.9659846463393261
2.522,656.1,17.1784,-5129.5,G,0.9659846463393261
1.59,768.0,10.35113,-5724.5,G,0.9659846463393261
10.51,770.0,8.884922995,-5330.5,G,0.9659846463393261
2.73,631.0,22.24813967,-5747.5,G,0.9659846463393261
2.52,772.0,12.41211,-5954.5,G,0.9659846463393261
3.83,665.0,25.5638576,-6208.5,G,0.9659846463393261
1.58,577.0,25.886129,-5504.5,G,0.9659846463393261
63.94,650.0,16.0573732,-5656.5,G,0.9659846463393261
1.82,674.0,21.58738,-6100.5,G,0.9659846463393261
3.92483216,634.22,16.36487303732,-5479.5,G,0.9659846463393261
2.95,684.0,23.3594822,-6242.5,G,0.9659846463393261
2.88,786.0,13.02493307,-5655.5,G,0.9659846463393261
3.37,775.0,12.53248465,-5995.5,G,0.9659846463393261
3.09,666.0,19.58561177,-5616.5,G,0.9659846463393261
1.61,776.0,14.37508035,-6061.5,G,0.9659846463393261
2.11,678.0,11.97884409,-5294.5,G,0.9659846463393261
5.0,533.0,20.47735749,-5092.5,G,0.9659846463393261
3.3,654.0,23.85163032,-6030.5,G,0.9659846463393261
1.66,651.0,20.67879355,-6027.5,G,0.9659846463393261
1.99,770.0,25.54004,-5488.5,G,0.9659846463393261
2.33,544.0,24.67458244,-5454.5,G,0.9659846463393261
1.56,632.0,17.91304,-5664.5,G,0.9659846463393261
2.4,638.0,16.549414,-5335.5,G,0.9659846463393261
2.57,634.0,22.79020351,-5476.5,G,0.9659846463393261
2.99,667.0,25.873148,-6034.5,G,0.9659846463393261
1.73,719.0,15.0548689,-5894.5,G,0.9659846463393261
2.17,772.0,14.48585199,-5739.5,G,0.9659846463393261
5.96,720.0,14.858912687,-5354.5,G,0.9659846463393261
3.17,703.0,12.70637048,-5580.5,G,0.9659846463393261
3.25,653.0,11.00815926,-5187.5,G,0.9659846463393261
2.51,654.0,26.7575859,-6195.5,G,0.9659846463393261
3.68,756.0,20.73991798,-5311.5,G,0.9659846463393261
2.94,718.0,26.62946276,-5949.5,G,0.9659846463393261
13.3280613,668.65,15.35735215762,-5460.5,G,0.9659846463393261
1.75,671.0,19.96371318,-5778.5,G,0.9659846463393261
1.82,677.0,22.70816791,-6168.5,G,0.9659846463393261
2.9,657.0,11.51517167,-5175.5,G,0.9659846463393261
3.29,702.0,20.74028413,-6063.5,G,0.9659846463393261
2.3,641.0,11.954776,-5086.5,G,0.9659846463393261
2.21,570.0,15.95545002,-5106.5,G,0.9659846463393261
2.57,672.0,25.8474596,-6295.5,G,0.9659846463393261
2.42,649.0,13.227123,-5201.5,G,0.9659846463393261
1.61,776.0,14.37508035,-6061.5,G,0.9659846463393261
2.31,531.0,24.58721573,-5463.5,G,0.9659846463393261
2.54,642.0,16.87725775,-5495.5,G,0.9659846463393261
2.1,509.0,24.57081569,-5201.5,G,0.9659846463393261
12.33083015,212.68,6.56920797691,-5710.5,G,0.9659846463393261
12.17,705.0,15.266446,-5431.5,G,0.9659846463393261
1.89,754.0,16.1779561,-5927.5,G,0.9659846463393261
3.28,681.0,19.44638698,-5813.5,G,0.9659846463393261
2.71,702.0,16.56059504,-5816.5,G,0.9659846463393261
2.51211244,694.46,16.23852463176,-5738.5,G,0.9659846463393261
2.9,620.0,14.8638496,-5157.5,G,0.9659846463393261
4.18440826,253.08,10.3392924,-6327.5,G,0.9659846463393261
3.57668278,689.36,17.47130782378,-5782.04,G,0.9659846463393261
3.03,782.0,8.689307296,-5209.5,G,0.9659846463393261
2.08874836,780.53,16.34136,-5966.5,G,0.9659846463393261
2.0,540.0,18.643516,-5193.5,G,0.9659846463393261
3.38,639.0,21.81295996,-5599.5,G,0.9659846463393261
2.17,779.0,13.54057461,-5765.5,G,0.9659846463393261
3.11,664.0,14.5324483,-5343.5,G,0.9659846463393261
2.42,694.0,14.16399294,-5438.5,G,0.9659846463393261
3.26,653.0,22.68714105,-5655.5,G,0.9659846463393261
2.29,602.0,21.38521506,-5653.5,G,0.9659846463393261
1.78,775.0,17.0675877,-6361.5,G,0.9659846463393261
2.2,699.0,13.0313945,-5563.5,G,0.9659846463393261
2.31,655.0,11.954752661,-5096.5,G,0.9659846463393261
3.36,755.0,13.63083,-5238.5,G,0.9659846463393261
1.88,761.0,7.97098825,-5235.5,G,0.9659846463393261
2.57342831,621.93,20.54381533218,-5692.61,G,0.9659846463393261
2.23,616.0,13.821387,-5286.5,G,0.9659846463393261
2.82,634.0,25.76313,-5927.5,G,0.9659846463393261
2.61368482,756.7,13.90283906518,-5874.5,G,0.9659846463393261
1.9,731.0,13.75135,-5809.5,G,0.9659846463393261
2.99,667.0,25.873148,-6034.5,G,0.9659846463393261
2.88,772.0,12.56092796,-5860.5,G,0.9659846463393261
2.07,539.0,22.2508509,-5305.5,G,0.9659846463393261
2.5,632.0,18.45848388,-5309.5,G,0.9659846463393261
2.4801338,701.66,10.288914,-5214.5,G,0.9659846463393261
1.76,759.0,14.5596237,-5957.5,G,0.9659846463393261
2.8,731.0,20.4998763,-6247.5,G,0.9659846463393261
2.43,770.0,11.92979348,-5829.5,G,0.9659846463393261
2.51,774.0,17.23231686,-6084.5,G,0.9659846463393261
2.9,693.0,14.3052,-5732.5,G,0.9659846463393261
3.33,546.0,22.18432708,-5155.5,G,0.9659846463393261
3.0,694.0,16.217504,-5887.5,G,0.9659846463393261
8.34,587.0,17.276296119,-5083.5,G,0.9659846463393261
3.2,724.0,13.59056583,-5440.5,G,0.9659846463393261
1.8,723.0,11.5556,-5630.5,G,0.9659846463393261
1.58,646.0,17.6700642,-5790.5,G,0.9659846463393261
4.38698775,585.81,18.65488288102,-5139.5,G,0.9659846463393261
2.57,672.0,25.8474596,-6295.5,G,0.9659846463393261
1.64,629.0,27.3216332,-6090.5,G,0.9659846463393261
2.03,776.0,25.0824626,-6427.5,G,0.9659846463393261
1.96,725.0,13.75134642,-5812.5,G,0.9659846463393261
2.56,637.0,11.34933733,-5193.5,G,0.9659846463393261
1.87,502.0,25.9422033,-5119.5,G,0.9659846463393261
1.96,627.0,27.6665971,-6006.5,G,0.9659846463393261
2.6,706.0,21.21708973,-6189.5,G,0.9659846463393261
3.0,639.0,15.22895514,-5454.5,G,0.9659846463393261
3.28,776.0,12.02295362,-5980.5,G,0.9659846463393261
2.36,644.0,27.08247084,-6008.5,G,0.9659846463393261
3.03,765.0,10.854097835,-5463.5,G,0.9659846463393261
2.57,600.0,17.32668599,-5217.5,G,0.9659846463393261
2.72,708.0,14.17555,-5728.5,G,0.9659846463393261
4.22,591.0,16.23946714,-5128.5,G,0.9659846463393261
2.88,623.0,19.94752664,-5749.5,G,0.9659846463393261
2.75,724.0,14.08827448,-5851.5,G,0.9659846463393261
3.01,768.0,9.94603603,-5567.5,G,0.9659846463393261
9.05,621.0,14.86386959,-5157.5,G,0.9659846463393261
2.22,663.0,16.21775407,-5832.5,G,0.9659846463393261
1.6,729.0,17.7838298,-6012.5,G,0.9659846463393261
1.9,789.0,10.107674,-5641.5,G,0.9659846463393261
2.08,636.0,14.5123622,-5092.5,G,0.9659846463393261
3.29,633.0,20.54981883,-5935.5,G,0.9659846463393261
1.9,552.0,24.1738579,-5532.5,G,0.9659846463393261
4.47,721.0,15.4339775,-5898.5,G,0.9659846463393261
2.3,776.0,8.509,-5259.5,G,0.9659846463393261
1.67,765.0,16.8601286,-6203.5,G,0.9659846463393261
2.42,785.0,10.68757479,-5781.5,G,0.9659846463393261
2.95,629.0,19.9866157,-5819.5,G,0.9659846463393261
3.2,724.0,13.59056583,-5440.5,G,0.9659846463393261
2.41,730.0,8.307832,-5294.5,G,0.9659846463393261
2.78,591.0,20.05040157,-5563.5,G,0.9659846463393261
2.96,671.0,27.40232089,-6386.5,G,0.9659846463393261
3.11,757.0,8.26147,-5281.5,G,0.9659846463393261
2.03,776.0,25.0824626,-6427.5,G,0.9659846463393261
2.62011,710.0,9.1549418,-5152.5,G,0.9659846463393261
2.4,514.0,26.41045478,-5441.5,G,0.9659846463393261
1.96,689.0,12.05705659,-5363.5,G,0.9659846463393261
1.59,760.0,25.2629,-6417.5,G,0.9659846463393261
2.72,757.0,9.0293089,-5347.5,G,0.9659846463393261
2.62,752.0,15.77111067,-5618.5,G,0.9659846463393261
2.8,763.0,12.19138811,-5514.5,G,0.9659846463393261
2.8,683.0,24.31574009,-6240.5,G,0.9659846463393261
2.23,678.0,10.38123451,-5201.5,G,0.9659846463393261
7.63746901,776.55,10.3392924,-6117.31,G,0.9659846463393261
2.2,701.0,20.07113,-5815.5,G,0.9659846463393261
2.19540344,592.77,17.18072135901,-5173.7,G,0.9659846463393261
2.8,629.0,18.396319,-5442.5,G,0.9659846463393261
2.81,543.0,20.13488968,-5226.5,G,0.9659846463393261
2.32,668.0,23.66834635,-5977.5,G,0.9659846463393261
2.4,643.0,25.38413,-6117.5,G,0.9659846463393261
3.39245,531.0,20.7051499,-5167.5,G,0.9659846463393261
2.16,767.0,10.94027841,-5755.5,G,0.9659846463393261
1.51,785.0,15.3791,-6062.5,G,0.9659846463393261
1.72,720.0,11.55562343,-5625.5,G,0.9659846463393261
2.37,784.0,26.72320599,-5869.5,G,0.9659846463393261
2.5,751.0,12.191471,-5478.5,G,0.9659846463393261
2.62,754.0,19.74733983,-6241.5,G,0.9659846463393261
6.39617029,679.13,14.8589887698,-5357.5,G,0.9659846463393261
3.26,730.0,16.34355902,-5728.5,G,0.9659846463393261
2.6,613.0,17.13263989,-5487.5,G,0.9659846463393261
7.74,661.0,19.270825843,-5777.5,G,0.9659846463393261
2.98,690.0,24.3397804,-6238.5,G,0.9659846463393261
2.51,774.0,17.23231686,-6084.5,G,0.9659846463393261
2.6,593.0,17.46067,-5213.5,G,0.9659846463393261
3.5573684,551.44,20.705127,-5149.5,G,0.9659846463393261
2.78,679.0,24.31575992,-6239.5,G,0.9659846463393261
3.42633318,703.39,13.630828,-5321.5,G,0.9659846463393261
2.92,752.0,21.30022655,-6341.5,G,0.9659846463393261
2.8,596.0,15.94274,-5175.5,G,0.9659846463393261
2.44,701.0,12.69902995,-5612.5,G,0.9659846463393261
3.92346,700.0,5.6952223,-5414.6,G,0.9659846463393261
1.94,554.0,27.07237711,-5587.5,G,0.9659846463393261
2.48,676.0,11.8104,-5129.5,G,0.9659846463393261
2.18,596.0,14.58932462,-5151.5,G,0.9659846463393261
3.4,529.0,22.184312,-5127.5,G,0.9659846463393261
1.75,699.0,14.878296,-5820.5,G,0.9659846463393261
2.14,532.0,24.30784323,-5311.5,G,0.9659846463393261
2.83,549.0,19.65639342,-5286.5,G,0.9659846463393261
2.99,725.0,21.30020491,-6006.5,G,0.9659846463393261
